,Information,clean_information,signature,email_body,salutation
149,"Hi Alexey,

Thank you so much for reaching out and taking the time to contact us about these issues! Please excuse the delayed response. 

Unfortunately, it is currently not possible to manually change the order of your cards in   or mark some cards as your favorites. They will automatically get sorted alphabetically. However, you could us one of our integrated sorting tools. 

For   on Android devices, you can decide whether you prefer having your cards sorted alphabetically, by frequency of use or by last used. You can change this setting in your   settings under ""More"" -> ""Sort card list by"".

For   on iOS devices we offer our so-called ""Most Relevant"" section which will be displayed on top of your card list. They are normally either those four cards that you most frequently use/open (then you'll see a star in the card) or those cards with shops that are close by (then you'll see a location triangle in the card). I'm afraid, you cannot manually edit the ""Most Relevant"" cards. However, if you want a card to be in the ""Most Relevant"" section, you can simply open it several times in   and restart the app afterwards. 

We are working on further improving these features though, since we know a lot of users would appreciate being able to arrange their cards in   as they see fit. In the meantime, we sincerely apologize for the inconvenience this causes. 

I hope this information is helpful to you. If you have any further questions, suggestions or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Alexey,

Thank you so much for reaching out and taking the time to contact us about these issues! Please excuse the delayed response. 

Unfortunately, it is currently not possible to manually change the order of your cards in   or mark some cards as your favorites. They will automatically get sorted alphabetically. However, you could us one of our integrated sorting tools. 

For   on Android devices, you can decide whether you prefer having your cards sorted alphabetically, by frequency of use or by last used. You can change this setting in your   settings under ""More"" -> ""Sort card list by"".

For   on iOS devices we offer our so-called ""Most Relevant"" section which will be displayed on top of your card list. They are normally either those four cards that you most frequently use/open (then you'll see a star in the card) or those cards with shops that are close by (then you'll see a location triangle in the card). I'm afraid, you cannot manually edit the ""Most Relevant"" cards. However, if you want a card to be in the ""Most Relevant"" section, you can simply open it several times in   and restart the app afterwards. 

We are working on further improving these features though, since we know a lot of users would appreciate being able to arrange their cards in   as they see fit. In the meantime, we sincerely apologize for the inconvenience this causes. 

I hope this information is helpful to you. If you have any further questions, suggestions or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to contact us about these issues! Please excuse the delayed response. 

Unfortunately, it is currently not possible to manually change the order of your cards in   or mark some cards as your favorites. They will automatically get sorted alphabetically. However, you could us one of our integrated sorting tools. 

For   on Android devices, you can decide whether you prefer having your cards sorted alphabetically, by frequency of use or by last used. You can change this setting in your   settings under   ->  .

For   on iOS devices we offer our so-called   section which will be displayed on top of your card list. They are normally either those four cards that you most frequently use/open (then you'll see a star in the card) or those cards with shops that are close by (then you'll see a location triangle in the card). I'm afraid, you cannot manually edit the   cards. However, if you want a card to be in the   section, you can simply open it several times in   and restart the app afterwards. 

We are working on further improving these features though, since we know a lot of users would appreciate being able to arrange their cards in   as they see fit. In the meantime, we sincerely apologize for the inconvenience this causes. 

I hope this information is helpful to you. If you have any further questions, suggestions or general feedback, please don't hesitate to contact me again.","Hi Alexey,"
150,"Ciao Gabriele,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

If your Pesce Azzurro card also has a payment function, I'm afraid, I'm not sure if it would work in  . We usually digitize loyalty cards by converting the card number into a barcode that can be scanned in store. However, if your card has a chip that needs to be inserted in an electronic cash device, this won't be possible via   at the moment. I sincerely apologize for the inconvenience. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.

Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Ciao Gabriele,

Grazie mille per aver trovato il tempo per mettervi in contatto con noi per questo problema! Purtroppo non parlo l'italiano, quindi spero vada bene lo stesso se rispondo in inglese:

Thank you so much for reaching out and taking the time to contact us about this issue! Please excuse the delayed response. 

If your Pesce Azzurro card also has a payment function, I'm afraid, I'm not sure if it would work in  . We usually digitize loyalty cards by converting the card number into a barcode that can be scanned in store. However, if your card has a chip that needs to be inserted in an electronic cash device, this won't be possible via   at the moment. I sincerely apologize for the inconvenience. 

Se doveste avere ulteriori domande, proposte per miglioramenti o commenti generali, non esitate a contattarmi di nuovo.","Tanti saluti,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for taking the time to contact us for this problem! Unfortunately I don't speak Italian, so I hope it goes well if I answer in English:

This issue! Thank you very much for taking the time to contact us. Please excuse the delayed response.

If your Blue Fish card also has a payment function, I'm afraid, I'm not sure if it would work in. We usually digitize cards by converting the card number into a barcode that can be scanned in the store. However, if your card has a chip that needs to be inserted into an electronic cash device, this won't be possible at the moment. I sincerely apologize for the inconvenience.

If you have further questions, suggestions for improvements or general comments, do not hesitate to contact me again.","Ciao Gabriele,"
151,"Hello Kees,

Thank you so much for getting in touch and suggesting the Burger's Zoo entry card for our   App. We will contact the card provider and will then try to add the card in a future update for  . 

Moreover, the original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their custom cards. We take the direct feedback from our users very seriously and will work on a better solution for the display of your ""Other Cards"". Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hello Kees,

Thank you so much for getting in touch and suggesting the Burger's Zoo entry card for our   App. We will contact the card provider and will then try to add the card in a future update for  . 

Moreover, the original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their custom cards. We take the direct feedback from our users very seriously and will work on a better solution for the display of your ""Other Cards"". Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for getting in touch and suggesting the Burger's Zoo entry card for our   App. We will contact the card provider and will then try to add the card in a future update for  . 

Moreover, the original idea behind the circular shape of the card icon for your   was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your   look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the   section of each instead. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their custom cards. We take the direct feedback from our users very seriously and will work on a better solution for the display of your  . Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hello Kees,"
152,"Hello Kees,

Thank you so much for getting in touch and suggesting the Burger's Zoo entry card for our   App. We will contact the card provider and will then try to add the card in a future update for  . 

Moreover, the original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their custom cards. We take the direct feedback from our users very seriously and will work on a better solution for the display of your ""Other Cards"". Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hello Kees,

Thank you so much for getting in touch and suggesting the Burger's Zoo entry card for our   App. We will contact the card provider and will then try to add the card in a future update for  . 

Moreover, the original idea behind the circular shape of the card icon for your ""Other Cards"" was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your ""Other Cards"" look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the ""Notes"" section of each instead. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their custom cards. We take the direct feedback from our users very seriously and will work on a better solution for the display of your ""Other Cards"". Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for getting in touch and suggesting the Burger's Zoo entry card for our   App. We will contact the card provider and will then try to add the card in a future update for  . 

Moreover, the original idea behind the circular shape of the card icon for your   was to use a picture of the card provider's logo as the card icon. The remainder of the icon will then adjust its color to the color on the outer border of your chosen picture so that the icons for your   look similar to the ones we automatically set for cards that were added via our database. The front and back picture of your actual card can be stored in the   section of each instead. 

We are aware though that a lot of our users would appreciate more control over the design of the card icons for their custom cards. We take the direct feedback from our users very seriously and will work on a better solution for the display of your  . Hopefully we can change the current setting for future releases of  . In the meantime, we sincerely apologize for the inconvenience this setting causes.

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hello Kees,"
153,"Hi Leonardo,

Thank you so much for reaching out! We really appreciate that you took the time to send us feedback and are glad to hear that you like our   App. 

Please feel free to tell your friends about  , too!

Best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Leonardo,

Thank you so much for reaching out! We really appreciate that you took the time to send us feedback and are glad to hear that you like our   App. 

Please feel free to tell your friends about  , too!","Best regards, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out! We really appreciate that you took the time to send us feedback and are glad to hear that you like our   App. 

Please feel free to tell your friends about  , too!","Hi Leonardo,"
154,"¡Hola Marina!

Gracias por tu mensaje. Por desgracia, mi español no es muy bueno. Espero que puedas entenderme.

¿Te entendí correctamente que estás tratando de agregar tu primera carta a  ? Para agregar una nueva tarjeta, siga los pasos a continuación:

1. Abra la aplicación   y haga clic en el botón ""+"" - en la esquina superior derecha (iOS) o en la esquina inferior derecha (Android) de la pantalla.
2. Escriba el nombre del proveedor de su tarjeta de lealtad en el campo de búsqueda o desplácese por la lista. Si no puede encontrar la tarjeta que desea incluir en la lista, aún puede agregarla a   al elegir agregarla como ""Otra tarjeta"".
3. Dependiendo de la tarjeta de fidelidad elegida, aparecerá el escáner de código de barras o un campo para escribir manualmente su ID de cliente.
4. Simplemente escanee el código de barras con la cámara de su teléfono inteligente o escriba manualmente su ID de cliente. ¡Todo listo!

En caso de que no lo haya entendido, no dude en ponerse en contacto conmigo de nuevo.

Un saludo, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","¡Hola Marina!

Gracias por tu mensaje. Por desgracia, mi español no es muy bueno. Espero que puedas entenderme.

¿Te entendí correctamente que estás tratando de agregar tu primera carta a  ? Para agregar una nueva tarjeta, siga los pasos a continuación:

1. Abra la aplicación   y haga clic en el botón ""+"" - en la esquina superior derecha (iOS) o en la esquina inferior derecha (Android) de la pantalla.
2. Escriba el nombre del proveedor de su tarjeta de lealtad en el campo de búsqueda o desplácese por la lista. Si no puede encontrar la tarjeta que desea incluir en la lista, aún puede agregarla a   al elegir agregarla como ""Otra tarjeta"".
3. Dependiendo de la tarjeta de fidelidad elegida, aparecerá el escáner de código de barras o un campo para escribir manualmente su ID de cliente.
4. Simplemente escanee el código de barras con la cámara de su teléfono inteligente o escriba manualmente su ID de cliente. ¡Todo listo!

En caso de que no lo haya entendido, no dude en ponerse en contacto conmigo de nuevo.

Un saludo,","Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for your message. Unfortunately, my Spanish is not very good. I hope you can understand me.

Did I understand correctly that you are trying to add your first letter to? To add a new card, follow the steps below:

1. Open the application and click on the button - in the upper right corner (iOS) or in the lower right corner (Android) of the screen.
2. Enter the name of the provider of your loyalty card in the search field or scroll through the list. If you can not find the card you want to include in the list, you can still add it to when you choose to add it as.
3. Depending on the chosen loyalty card, the barcode scanner or a field to manually enter your customer ID will appear.
4. Simply scan the barcode with your smartphone's camera or manually enter your customer ID. All ready!

In case you have not understood, do not hesitate to contact me again.

Greetings,",¡Hola Marina!
155,"Hi Nicholas,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Nicholas,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated! Please excuse the delayed response. 

Unfortunately, these scanning issues mostly occur due to older scanning technologies still used by some stores. Some devices (e.g. laser scanners or flatbed scanners) have difficulties reading smartphone displays. We hope to be able to solve this problem soon though as most stores will hopefully replace these scanning devices with newer image-based scanners in the course of their next cash system update. Until then, you can always ask the store staff to type in the card number manually in these cases so that you don't miss out on any rewards points or discounts. 

In the meantime, I sincerely apologize for the inconvenience this causes.  

Once again, thank you for taking the time to contact us about this issue. I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact us again.","Hi Nicholas,"
156,"Hi Tomas,

Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you like our app and it's simplicity! Please excuse the delayed response. 

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for four next release. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. This way, the app doesn't have to reload all your information (e.g. card pictures, points balances, etc.) completely each time it is opened and the loading times will be decreased significantly. 

In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Tomas,

Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you like our app and it's simplicity! Please excuse the delayed response. 

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for four next release. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. This way, the app doesn't have to reload all your information (e.g. card pictures, points balances, etc.) completely each time it is opened and the loading times will be decreased significantly. 

In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! We really appreciate it and are happy to hear that you like our app and it's simplicity! Please excuse the delayed response. 

We are aware that the current loading times of our app have increased over the course of the latest updates and I can assure you that our developers are already working on improving the speed and overall performance again for four next release. Until then, you could try keeping   opened in the background while shopping as a temporary workaround. This way, the app doesn't have to reload all your information (e.g. card pictures, points balances, etc.) completely each time it is opened and the loading times will be decreased significantly. 

In the meantime, I sincerely apologize for the inconvenience this causes and hope that you can use   in its full capacity again soon.

If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hi Tomas,"
157,"Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

I'm afraid, it is not possible to send yourself a copy of your backup via email. If you choose to use the   Backup feature, your backup will be stored in our   Cloud and can only be restored via the   app again. The ""Facebook"", ""Google"" and ""Email"" buttons are simply the login methods you can choose to access your   Backup account. For example, if you set up your   Backup account using the email login option, you can log int your backup account using your chosen email address and password. 

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi   user,

Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

I'm afraid, it is not possible to send yourself a copy of your backup via email. If you choose to use the   Backup feature, your backup will be stored in our   Cloud and can only be restored via the   app again. The ""Facebook"", ""Google"" and ""Email"" buttons are simply the login methods you can choose to access your   Backup account. For example, if you set up your   Backup account using the email login option, you can log int your backup account using your chosen email address and password. 

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for reaching out and taking the time to send us feedback! It is very much appreciated!

I'm afraid, it is not possible to send yourself a copy of your backup via email. If you choose to use the   Backup feature, your backup will be stored in our   Cloud and can only be restored via the   app again. The  ,   and   buttons are simply the login methods you can choose to access your   Backup account. For example, if you set up your   Backup account using the email login option, you can log int your backup account using your chosen email address and password. 

I hope this information is helpful to you. If you have any further questions, suggestions for improvements or general feedback, please don't hesitate to contact me again.","Hi   user,"
158,"Hi again,

Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi again,

Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a   button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose   (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.","Hi again,"
159,"Hi again,

Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.

Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi again,

Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a ""Share Card"" button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose ""Share"" (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.","Best regards,


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you so much for your suggestions! 

I'm happy to inform you that it is already possible to share selected cards in   via text message, email or various other messaging or social media apps. All cards that can be shared now have a   button below the barcode (iOS) or you can click on the three dots in the upper right corner of your card screen in order to open the menu bar and then choose   (Android). 

By sharing a card, you will send a link that enables your friends or family to add your card to their own   app. Please keep in mind though that the link you send expires after a short amount of time due to data privacy issues and has to be send again if it is not opened in time. 

Moreover, we are constantly trying to improve our app though and a synchronization feature is something we have already been working on for quite some time. I hope that we can include it to   soon. In the meantime, I sincerely apologize for the inconvenience this missing feature causes. 

Once again, thank you for taking the time to contact us. If you have any further questions, suggestions for improvements or general feedback, we'd be happy to hear from you again.","Hi again,"
160,"Hi Plonie,

Hartelijk dank dat u ons gecontacteerd heeft en de tijd neemt ons te vertellen over dit probleem! 

U kunt de pushmeldingen voor nieuwe aanbiedingen in   uitschakelen door naar de systeeminstellingen van uw iPhone te gaan, te kiezen voor 'Meldingen' -> ' ' en dan de pushmeldingen voor de  -app uit te schakelen.

Houd er rekening mee dat u de 'Aanbiedingen'-sectie niet kunt verwijderen of aanpassen in  , aangezien deze sectie ervoor zorgt dat   gratis is en blijft voor onze gebruikers. 

Ik hoop dat deze informatie behulpzaam is voor u. Indien u verder nog vragen, suggesties ter verbetering of algemene feedback heeft, contacteer mij dan gerust opnieuw.

Met vriendelijke groet, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Hi Plonie,

Hartelijk dank dat u ons gecontacteerd heeft en de tijd neemt ons te vertellen over dit probleem! 

U kunt de pushmeldingen voor nieuwe aanbiedingen in   uitschakelen door naar de systeeminstellingen van uw iPhone te gaan, te kiezen voor 'Meldingen' -> ' ' en dan de pushmeldingen voor de  -app uit te schakelen.

Houd er rekening mee dat u de 'Aanbiedingen'-sectie niet kunt verwijderen of aanpassen in  , aangezien deze sectie ervoor zorgt dat   gratis is en blijft voor onze gebruikers. 

Ik hoop dat deze informatie behulpzaam is voor u. Indien u verder nog vragen, suggesties ter verbetering of algemene feedback heeft, contacteer mij dan gerust opnieuw.","Met vriendelijke groet, 


Isabelle van Capelleveen
Customer Support

  GmbH
C-HUB / Hafenstraße 25-27
68159 Mannheim","Thank you for contacting us and taking the time to tell us about this problem!

You can disable push notifications for new offers by going to your iPhone's system settings, choosing 'Notifications' -> '' and then turning off the push notifications for the app.

Please note that you cannot delete or modify the ""Offers"" section in, since this section ensures and is free for our users.

I hope this information is helpful to you. If you have any further questions, suggestions for improvement or general feedback, please contact me again.","Hi Plonie,"
